age,monthly_income,employment_months,employment_type_encoded,equifax_score,active_debts,worst_delay_days,credit_utilization_pct,avg_balance_3m,transaction_count_3m,dti_ratio,payment_to_income,debt_service_coverage,loan_to_income,employment_type,elegible,default_12m,data_source,dataset_version,feature_schema_version
28,513887.5220841145,23.749312847668502,2,402.4371091299676,3,9.0,0.34956088155015275,484732.8839928723,21,0.23843018219259332,0.5303228504396491,1.885643809560494,0.9537207287703733,pensionado,False,1,synthetic_v1,v1,personal_v1
33,2579399.6522063096,11.735356196275585,1,610.921456702196,2,26.0,0.14368529249270912,2030428.0394115644,67,0.14442221123150628,0.18319092235948686,5.458785769076692,0.5776888449260251,independiente,True,0,synthetic_v1,v1,personal_v1
59,372528.07341953524,23.998657008494213,0,491.9792959409641,2,8.0,0.6937353366798157,159612.20948736684,16,0.3322222812571979,0.6006584264370045,1.6648397092034761,0.6644445625143959,asalariado,False,0,synthetic_v1,v1,personal_v1
35,162069.65245077864,67.90040328822303,0,620.4182187350682,1,3.0,0.8059631913857291,33437.621395940914,6,0.2329541262072457,0.5414634568802739,1.8468467027519382,0.9318165048289829,asalariado,True,0,synthetic_v1,v1,personal_v1
53,749805.4894954424,4.473839119792554,0,556.5967057254454,1,33.0,0.4546443664821075,188190.0317270499,33,0.18749151658791813,0.25417547756244485,3.9342898441267757,0.9374575829395906,asalariado,False,0,synthetic_v1,v1,personal_v1
28,842811.559775742,79.89123664984209,0,540.3807171234346,3,18.0,0.8212675205963298,1159323.2274294244,34,0.13743423833161136,0.31540996524251474,3.1704768720008976,0.6871711916580567,asalariado,False,0,synthetic_v1,v1,personal_v1
22,199093.7695930562,40.71515472804109,0,513.2223914249843,1,3.0,0.7124246924131582,266027.3314961374,12,0.9132272077685822,1.1643651519754705,0.8588371081901521,0.9132272077685822,asalariado,True,0,synthetic_v1,v1,personal_v1
58,187723.257266218,39.64164224043237,0,410.9121564427305,4,36.0,0.5895774422114328,84007.74803122891,10,0.15236123024893414,1.2177593216339129,0.8211803286861831,0.7618061512446707,asalariado,False,0,synthetic_v1,v1,personal_v1
28,312834.9412563948,27.46501979165281,0,556.996625067163,2,5.0,0.9283179537978455,375282.9799801847,21,0.03545810380165682,0.355115491171444,2.8159852917180013,0.1418324152066273,asalariado,True,0,synthetic_v1,v1,personal_v1
40,366409.10925356817,71.48619971917961,0,482.828863349739,2,25.0,0.23110659956217725,459711.98708090757,23,0.6198330556312566,0.8927520346482233,1.1201318632603692,0.6198330556312566,asalariado,False,0,synthetic_v1,v1,personal_v1
63,902056.0056500614,0.7369002882082168,1,632.0689869074338,0,7.0,0.10759894875982046,840111.5418598088,24,0.04714296468616828,0.04714296468616828,21.2120728226793,0.18857185874467308,independiente,False,0,synthetic_v1,v1,personal_v1
42,862812.494814495,28.137043024167703,0,571.8856398782646,0,5.0,0.5231389814309823,985096.690798023,28,0.41016407293277946,0.41016407293277946,2.4380487370571995,0.41016407293277946,asalariado,True,0,synthetic_v1,v1,personal_v1
32,198116.38938652532,29.98145903335963,0,459.20774618872275,1,46.0,0.19796999351123695,291775.96698896366,12,0.04360358576314066,0.29598048479116573,3.378601128738497,0.2180179288157033,asalariado,True,0,synthetic_v1,v1,personal_v1
47,1504874.790189757,29.111884734337117,1,502.64431358890306,1,16.0,0.4204626371452978,1435876.0123951093,39,0.17493117653412424,0.20815653210918525,4.804076960099747,0.17493117653412424,independiente,False,0,synthetic_v1,v1,personal_v1
50,638259.1906351184,68.23146881315293,0,553.0911616137449,0,6.0,1.116478072868859,515318.16604844143,15,0.11282876368479455,0.11282876368479455,8.862988189728483,0.2256575273695891,asalariado,True,0,synthetic_v1,v1,personal_v1
43,292070.55952361546,123.63609739485764,0,524.8779524568243,2,0.0,0.6089212452536077,243262.29567654207,20,0.18512625030050217,0.5275092695377235,1.8957012847875419,0.5553787509015066,asalariado,True,0,synthetic_v1,v1,personal_v1
49,461596.2791432645,8.583331332596366,0,573.0444480089734,2,9.0,0.4098659165747761,317504.0880862577,26,0.05140419800841434,0.2680437259214269,3.730734590270303,0.20561679203365735,asalariado,True,0,synthetic_v1,v1,personal_v1
55,188847.35681484832,24.390703450561027,0,405.2481520227086,5,1.0,0.6899117389766273,257930.71238710886,11,0.4466022904927296,1.7704227781954385,0.564836835763762,0.8932045809854591,asalariado,False,1,synthetic_v1,v1,personal_v1
29,569613.1882330696,39.94311440957321,0,507.9908693744027,2,52.0,0.4177401022242929,664318.5189556399,27,0.046752685975345876,0.22231041895234785,4.498214724764428,0.1870107439013835,asalariado,False,0,synthetic_v1,v1,personal_v1
28,228514.58433280993,16.08035052350644,0,541.0649529584408,3,22.0,0.6003340387391695,156976.41993460647,17,0.22479068401592148,0.8812039297523037,1.1348110990393432,0.8991627360636858,asalariado,True,0,synthetic_v1,v1,personal_v1
47,1075175.218671868,46.556970451412084,0,696.9842100630176,1,60.0,0.5364782766025061,1360964.642361764,22,0.16220077945853942,0.20870482747944108,4.791456010276079,0.6488031178341577,asalariado,True,0,synthetic_v1,v1,personal_v1
46,164896.85603374388,32.52923100404504,0,504.623921953527,1,0.0,0.9665028397653466,175002.98195492357,12,0.8152241144839508,1.1184439647748998,0.8940993304043282,0.8152241144839508,asalariado,False,1,synthetic_v1,v1,personal_v1
42,466545.50799543434,50.83249661703062,2,481.90144826766283,3,50.0,0.19328169393368097,297439.90337762673,26,0.16497193650103073,0.48648398072688126,2.0555661432178045,0.4949158095030923,pensionado,False,0,synthetic_v1,v1,personal_v1
34,612773.7982272925,61.596405553861906,0,413.21362037157905,4,72.0,0.7578970248029827,533831.8746738612,21,0.3371195865564631,0.6635042991185613,1.5071492397689956,0.6742391731129262,asalariado,True,0,synthetic_v1,v1,personal_v1
28,350938.7162768965,8.876005267052806,0,343.8607276902736,5,27.0,0.8081693094705732,466233.3210342383,12,0.34565779177314343,1.0580328829350596,0.9451502085889124,0.6913155835462869,asalariado,False,1,synthetic_v1,v1,personal_v1
46,160463.5358457333,1.1790750316229726,0,507.537161509395,4,9.0,0.34052307481293587,163729.01334531402,11,0.029746176616719088,1.2761352639934072,0.7836159913571406,0.14873088308359544,asalariado,True,0,synthetic_v1,v1,personal_v1
35,397552.0356594191,26.057636882253085,0,600.1614284555801,0,3.0,0.41791532844712637,465718.7951262626,27,0.11863118314321354,0.11863118314321354,8.429486864282415,0.23726236628642708,asalariado,True,0,synthetic_v1,v1,personal_v1
20,537420.0039585885,11.008601465990013,0,509.82464657929677,4,46.0,0.5293289177219463,308661.6701317292,21,0.17508276984203466,0.5472311798878416,1.8273812544909376,0.3501655396840693,asalariado,False,0,synthetic_v1,v1,personal_v1
50,642369.0661054446,30.092964679808055,0,514.308840944684,2,10.0,0.9749904231067692,729625.0051232427,22,0.06640766361900383,0.22208141143235985,4.50285322643752,0.19922299085701148,asalariado,False,0,synthetic_v1,v1,personal_v1
30,569766.095875578,23.860267217780628,0,565.4233687281095,1,6.0,0.4418603188125306,771424.4262773113,23,0.12428914889784921,0.2120444582466152,4.715992147443743,0.3728674466935476,asalariado,True,0,synthetic_v1,v1,personal_v1
50,883294.9522907585,6.307963071012324,0,678.9711657937756,0,5.0,0.1608233278850045,1214166.7507573373,23,0.1327210916501976,0.1327210916501976,7.534597459728709,0.39816327495059284,asalariado,True,0,synthetic_v1,v1,personal_v1
35,482672.5509018446,6.586590479753023,0,620.5243042982784,2,8.0,0.4182117326367107,618235.9676790684,18,0.08260808116336613,0.28978787585679966,3.450799993075472,0.2478242434900984,asalariado,True,0,synthetic_v1,v1,personal_v1
25,642073.0059064531,31.61779039619879,0,552.2206226501012,0,1.0,0.37073254104207787,560695.2667498948,38,0.3758247897133858,0.3758247897133858,2.660814367148658,0.7516495794267716,asalariado,True,0,synthetic_v1,v1,personal_v1
36,1106383.5005577758,100.274348549644,0,562.5429450879312,3,40.0,0.027834609722332468,1129839.553798187,33,0.3347298987098087,0.47030675784082293,2.126271807343355,0.6694597974196174,asalariado,True,0,synthetic_v1,v1,personal_v1
39,1525362.909202902,32.372322313964546,1,577.0978699908991,3,48.0,0.531175637085662,2281883.708502248,29,0.2120108070873858,0.3103480611893519,3.222188648988764,0.848043228349543,independiente,False,0,synthetic_v1,v1,personal_v1
38,319615.0239455228,17.428949340051876,0,536.6712369315386,3,53.0,1.1962303752220902,249602.58551463133,29,0.2447258970515574,0.7140405060718359,1.4004807731445352,0.48945179410311473,asalariado,True,0,synthetic_v1,v1,personal_v1
49,308819.2424287917,7.331283218340708,2,446.25194727309145,0,4.0,0.37139253039672876,290390.88631255436,17,0.9244943838635566,0.9244943838635566,1.0816723362027336,0.9244943838635566,pensionado,False,1,synthetic_v1,v1,personal_v1
20,1377950.3554700073,45.09164593478511,0,547.5803739449152,1,7.0,0.4146528169403264,832245.9597321113,44,0.03358872799588779,0.06987450549252729,14.311371407228702,0.16794363997943892,asalariado,False,0,synthetic_v1,v1,personal_v1
25,354332.5947886722,22.56561449678928,0,490.24313814311006,0,3.0,0.4103997884519075,262082.23610224752,20,0.16645458835128385,0.16645458835128385,6.007644546809437,0.6658183534051353,asalariado,False,0,synthetic_v1,v1,personal_v1
31,380947.6361895694,29.043584597435924,0,529.4425895389893,0,9.0,0.7057033536281234,367237.9501854255,23,0.3828348147545824,0.3828348147545824,2.612092634890203,0.765669629509165,asalariado,False,0,synthetic_v1,v1,personal_v1
35,1531343.9694011973,4.192678139937519,0,566.3900682765754,1,18.0,0.41555495452289337,1724240.4916276846,39,0.031654217634607164,0.06430527513643776,15.550823752457017,0.12661687053842866,asalariado,True,0,synthetic_v1,v1,personal_v1
22,2425295.192758495,133.20862437023143,0,637.9956794487073,3,4.0,0.5573934174978374,3615767.8343410855,57,0.46112587546035894,0.5229740168527444,1.9121408861151388,0.9222517509207179,asalariado,True,0,synthetic_v1,v1,personal_v1
30,196078.12649100556,3.023747778474712,1,476.79997859466226,1,2.0,0.9321081573946236,101501.69542076456,20,0.05340979247766091,0.3084101889767247,3.2424350288747066,0.2670489623883045,independiente,False,0,synthetic_v1,v1,personal_v1
21,2335738.835210189,77.95384828268561,0,621.845798943662,0,6.0,0.7211622554432899,920434.5709873933,45,0.13578774131313037,0.13578774131313037,7.364435039050923,0.4073632239393912,asalariado,True,0,synthetic_v1,v1,personal_v1
65,333166.1112059617,10.514127349806246,1,477.8348674739628,1,5.0,0.9881873920255242,382362.63881026866,19,0.1683506274938664,0.31842591522050506,3.140447910175638,0.841753137469332,independiente,False,0,synthetic_v1,v1,personal_v1
22,334834.7440902666,20.407608233167768,0,515.1490197971059,1,25.0,0.3534402279725197,237235.02534946665,16,0.296461034161633,0.44578842889137676,2.2432165915272453,0.5929220683232659,asalariado,True,0,synthetic_v1,v1,personal_v1
38,2220185.5979590616,10.455227473467152,0,460.00825224708035,2,6.0,0.8137427375369807,660412.5014275931,41,0.18941265374559305,0.23445393321877153,4.265230215041387,0.9470632687279652,asalariado,False,0,synthetic_v1,v1,personal_v1
41,516139.205752108,16.8763852994779,0,602.1137436544393,1,1.0,0.4312139730097872,710293.2097077721,17,0.12005548191393953,0.21692857243443384,4.609812293409378,0.4802219276557581,asalariado,True,0,synthetic_v1,v1,personal_v1
45,383376.85530870483,97.32970352992268,2,478.06046350371696,0,18.0,0.3702922877014571,528350.8695989044,19,0.12472489283716806,0.12472489283716806,8.017645694075911,0.6236244641858403,pensionado,False,0,synthetic_v1,v1,personal_v1
22,375861.0559694959,92.37148661201378,0,452.0728058639498,4,1.0,0.6382598465722588,445509.5700933248,20,0.33683157105413,0.8689430969054052,1.150823343394213,0.67366314210826,asalariado,True,0,synthetic_v1,v1,personal_v1
37,549702.2006774686,160.11597088298817,0,576.6883271251222,2,41.0,0.5396448924844715,546308.789333864,28,0.13566341960152414,0.31758010080956217,3.148811898008852,0.5426536784060966,asalariado,True,0,synthetic_v1,v1,personal_v1
58,827989.4878187471,26.34771215491711,1,532.8813322530187,0,4.0,0.1461674267253238,594767.860276462,32,0.14467686605774702,0.14467686605774702,6.9119550847946565,0.5787074642309881,independiente,False,0,synthetic_v1,v1,personal_v1
57,2408632.159115112,15.110866659860008,1,577.2024817492065,2,1.0,0.6714746131576773,1106498.8906596713,55,0.044263537287470074,0.08578087716918045,11.657609865981671,0.1770541491498803,independiente,True,0,synthetic_v1,v1,personal_v1
25,444946.5912994766,29.87608320410326,2,413.98425246040017,1,39.0,0.5147181906432984,111273.38874522335,22,0.3635338489154655,0.4759068864388542,2.10125137604724,0.727067697830931,pensionado,False,1,synthetic_v1,v1,personal_v1
60,275295.3528911305,76.73980093433231,1,501.7948110494479,0,3.0,0.7494883520159864,285474.2199403689,14,0.5577670885382733,0.5577670885382733,1.7928630436418826,0.5577670885382733,independiente,False,0,synthetic_v1,v1,personal_v1
26,150000.0,24.29979867014664,0,578.985916768439,1,15.0,0.48883027056836803,187187.45191275686,14,0.3099514097814057,0.6432847431147389,1.5545215562832582,0.3099514097814057,asalariado,True,0,synthetic_v1,v1,personal_v1
30,376191.80328602355,28.184870006500958,0,519.8135187463073,0,2.0,0.29232319243580573,485866.1436158472,25,0.3181891298107048,0.3181891298107048,3.14278492352933,0.6363782596214096,asalariado,False,0,synthetic_v1,v1,personal_v1
22,488492.50738156325,54.94078936850347,0,566.3889387927517,0,6.0,0.14102558032965662,570134.7609426698,27,0.10637401051457668,0.10637401051457668,9.400792497740486,0.31912203154373003,asalariado,True,0,synthetic_v1,v1,personal_v1
18,324324.4604566836,195.10755389798626,1,583.1161005562848,3,32.0,0.20297750051534894,110760.68646394258,5,0.09120400048366384,0.5537038063533288,1.8060197320765412,0.3648160019346553,independiente,False,0,synthetic_v1,v1,personal_v1
28,572368.6083155746,4.050017964269259,0,669.413443678945,2,3.0,0.6638815551600808,334968.7673205677,21,0.2222749300899684,0.3969875166070562,2.518970894971022,0.8890997203598736,asalariado,True,0,synthetic_v1,v1,personal_v1
40,610258.1531011956,0.7052190257522347,0,581.7375552622814,3,2.0,0.5236797960577086,744367.0980671447,19,0.6145131134262163,0.8603107307750932,1.162370715868038,0.6145131134262163,asalariado,False,0,synthetic_v1,v1,personal_v1
27,2150831.2832891173,2.4253394933764145,1,518.4625794499759,2,2.0,0.2964077600245574,979396.2075980848,65,0.06353475547763596,0.11002840692159159,9.088562017558063,0.3176737773881798,independiente,False,0,synthetic_v1,v1,personal_v1
42,724840.9212114244,54.49088576572437,0,479.245047093668,1,6.0,0.34181855202714684,1018814.059638986,19,0.29422576763545405,0.36320642054400554,2.7532552935110948,0.29422576763545405,asalariado,False,0,synthetic_v1,v1,personal_v1
31,1736644.1728368716,11.905568026253944,0,677.7473064869212,1,0.0,0.2653559909105574,737665.1547742803,41,0.14942608256285686,0.17821724242280856,5.611129352049822,0.14942608256285686,asalariado,True,0,synthetic_v1,v1,personal_v1
34,636363.101374745,49.8192545627323,0,563.8834796464312,2,10.0,0.612439116267526,651120.7913413611,22,0.18591614177894691,0.3430591310314169,2.91494937620075,0.9295807088947344,asalariado,True,0,synthetic_v1,v1,personal_v1
28,2312935.5210600216,28.45688479133034,0,553.8399980473729,2,10.0,0.8721239230046354,715121.204576358,43,0.14593059658182964,0.1891656972102163,5.286370704349841,0.43779178974548894,asalariado,True,0,synthetic_v1,v1,personal_v1
34,956394.5108347348,4.336274289588699,0,617.8496530466385,1,4.0,0.5936256103872434,598939.420446304,29,0.12931316690098352,0.18159284796728356,5.506824807220181,0.5172526676039341,asalariado,True,0,synthetic_v1,v1,personal_v1
40,1181192.7491176832,36.621032647650054,0,644.5734359855811,2,22.0,0.46380097507888235,1031906.2555687007,31,0.06336636081002969,0.14802654863686582,6.755544928992226,0.25346544324011877,asalariado,True,0,synthetic_v1,v1,personal_v1
23,337666.1462854267,120.48405009281873,2,576.1993030163513,0,3.0,0.3209932719692252,291714.96573881974,10,0.06606403283982071,0.06606403283982071,15.136829482157205,0.19819209851946215,pensionado,False,0,synthetic_v1,v1,personal_v1
26,430335.9847925551,44.38451186173021,0,564.2299531283509,0,1.0,0.49884667401187566,272968.71992325375,25,0.0881127063985391,0.0881127063985391,11.349100951194707,0.1762254127970782,asalariado,True,0,synthetic_v1,v1,personal_v1
39,836814.3707559907,96.31486459952403,0,490.5068553065422,3,0.0,0.2568765674567636,1111062.9362546143,17,0.1400997955544659,0.31935101929299675,3.1313505816072706,0.5603991822178636,asalariado,False,0,synthetic_v1,v1,personal_v1
40,1278273.4494055768,58.54095945068034,0,726.3967550951037,1,2.0,0.7411579915074932,1594664.2885184237,50,0.09151789299831337,0.1306331543089907,7.655024524897169,0.3660715719932535,asalariado,True,0,synthetic_v1,v1,personal_v1
30,335436.18651884986,58.65371625808322,0,460.1916704709007,4,22.0,0.8652853367420443,423662.4495219511,23,0.9187953508224957,1.5150339441465972,0.6600512179040909,0.9187953508224956,asalariado,False,1,synthetic_v1,v1,personal_v1
35,1045935.9222598779,17.925910130169832,0,521.3629240383088,3,8.0,0.5202869010475032,968913.6849140767,30,0.18583597746218178,0.32924820454766696,3.0372223331447956,0.7433439098487271,asalariado,False,0,synthetic_v1,v1,personal_v1
18,327531.98023411277,5.873268558105578,0,542.5916599349314,4,20.0,0.9524786128273582,121179.29319805515,17,0.15907509742461096,0.7697024928228995,1.2992032757130352,0.6363003896984438,asalariado,True,0,synthetic_v1,v1,personal_v1
39,150000.0,24.434990654688548,1,476.0798855907348,1,4.0,0.5055995531177896,201183.5135467344,14,0.10033532987083349,0.4336686632041668,2.3059079081515517,0.40134131948333396,independiente,False,0,synthetic_v1,v1,personal_v1
43,1647292.4995207156,17.723691997497745,1,649.373933550335,1,7.0,0.4734940095455381,1744166.3434342742,43,0.12154159074559477,0.15189442730288355,6.583519999755883,0.4861663629823791,independiente,True,0,synthetic_v1,v1,personal_v1
41,2186608.975822008,43.76027472214844,0,627.3020917799381,2,24.0,0.6599043631731603,2644504.2055223277,47,0.6162448242603277,0.6619777381492443,1.5106248176801194,0.6162448242603277,asalariado,True,0,synthetic_v1,v1,personal_v1
33,333327.7142332671,43.75652621976436,1,557.2353367833673,1,15.0,0.9833732685396605,484071.2919851509,17,0.23571516585824845,0.38571769449590426,2.5925696805455174,0.7071454975747453,independiente,True,0,synthetic_v1,v1,personal_v1
18,1518075.74726382,15.732012862874898,0,646.9150623614723,2,5.0,1.0147914782923069,1720500.847726924,47,0.0722430029424202,0.13811586875971554,7.240297649937177,0.2889720117696808,asalariado,True,0,synthetic_v1,v1,personal_v1
31,1235186.1995398717,42.125446957965195,0,569.28440016624,0,60.0,0.7089559938373999,698537.4803770827,42,0.9220137632914915,0.9220137632914915,1.0845825082156104,0.9220137632914917,asalariado,True,0,synthetic_v1,v1,personal_v1
64,675140.7129056804,16.673495126457524,2,597.4902175755849,2,19.0,0.7357534175126962,793375.3789012069,18,0.19906825331767977,0.34718552441161,2.8803044184942395,0.796273013270719,pensionado,True,0,synthetic_v1,v1,personal_v1
47,462846.7106017844,3.47907779450054,1,433.07707155532347,3,33.0,0.7950940382471217,599857.5284259835,24,0.043455598636517254,0.36753697712351757,2.7208146723803837,0.21727799318258625,independiente,False,0,synthetic_v1,v1,personal_v1
36,1608538.2317868515,49.587581902070454,0,475.3018780635398,4,53.0,0.1461089063068377,2341763.378161746,44,0.15258608055378783,0.27692257193940395,3.611117696172559,0.45775824166136353,asalariado,False,0,synthetic_v1,v1,personal_v1
33,430335.73132226086,32.507952010027395,1,489.08452223410694,2,0.0,0.4687736875009083,383121.36992577196,27,0.15544100763720978,0.3878177142907274,2.5785310034867317,0.6217640305488391,independiente,False,0,synthetic_v1,v1,personal_v1
43,1310412.9818023145,8.960450894945053,0,591.4186664939874,2,0.0,0.37042173102028986,1171254.4216863203,41,0.11872430631391681,0.19503612662453532,5.1272552285921025,0.3561729189417504,asalariado,False,0,synthetic_v1,v1,personal_v1
32,200925.660657832,10.504037698578742,0,439.51568028486975,0,7.0,0.6686199034228553,45473.43247060037,13,0.15840451646110168,0.15840451646110168,6.312951311874767,0.15840451646110168,asalariado,False,0,synthetic_v1,v1,personal_v1
52,2434464.5498926835,8.91305506391948,2,569.0074605691955,1,36.0,0.9682004454959895,3432594.684800995,61,0.15556497970452013,0.17610337694764455,5.678482816926898,0.46669493911356036,pensionado,True,0,synthetic_v1,v1,personal_v1
32,687619.2513921679,203.03112365615192,2,453.6533670284725,1,1.0,0.5131235173787835,821951.798376707,19,0.16843759280278678,0.241152252694535,4.1467578628290465,0.8421879640139339,pensionado,False,0,synthetic_v1,v1,personal_v1
